# OpenMATB Scenario: adaptive_automation_p005_c1_8min.txt
# Adaptive automation -- condition 1, 8 min continuous
#
# Participant  : P005
# d_final      : 0.3000
# delta        : 0.8000
# Level anchors: LOW=-0.5000, MODERATE=0.3000, HIGH=1.1000
# Block order  : L H M H  (L=LOW M=MODERATE H=HIGH)
# Block split  : 2×HIGH + 1×LOW + 1×MODERATE  (4 blocks total)
# Seed basis   : <participant>|adaptive|<condition>|<block_index>
# Audio events : 8 at 1.00/min, 2 per block, one schedule for both segments
# Threat variants : v6, v4, v2, v1, v3, v5, v6, v5
# Safe variants   : v3, v4, v6, v1, v5, v2, v5, v6
# Generated by : scripts/generate_adaptive_automation_scenarios.py

0:00:00;labstreaminglayer;start
0:05:19;labstreaminglayer;marker;STUDY/V0/adaptive_automation/1/control/PLAY|pid=${OPENMATB_PARTICIPANT}|sid=${OPENMATB_SESSION}|idx=6|asset=single_LOW_v2_c1060
0:05:20;sysmon;lights-2-failure;True
0:05:21;sysmon;scales-4-failure;True
0:05:25;resman;pump-6-state;off
0:05:28;communications;radioprompt;own
0:05:35;resman;pump-7-state;failure
0:05:38;sysmon;lights-2-failure;True
0:05:45;resman;pump-7-state;off
0:05:47;sysmon;scales-3-failure;True
0:05:54;sysmon;lights-2-failure;True
0:05:59;labstreaminglayer;marker;STUDY/V0/adaptive_automation/1/block_03/MODERATE/END|pid=${OPENMATB_PARTICIPANT}|sid=${OPENMATB_SESSION}|d=0.3000
0:06:00;labstreaminglayer;marker;STUDY/V0/adaptive_automation/1/block_04/HIGH/START|pid=${OPENMATB_PARTICIPANT}|sid=${OPENMATB_SESSION}|d=1.1000
0:06:00;track;taskupdatetime;21
0:06:00;track;joystickforce;2
0:06:00;resman;tank-a-lossperminute;229
0:06:00;resman;tank-b-lossperminute;229
0:06:01;labstreaminglayer;marker;STUDY/V0/adaptive_automation/1/stress/PLAY|pid=${OPENMATB_PARTICIPANT}|sid=${OPENMATB_SESSION}|idx=7|asset=single_HIGH_v6_am54_c1300
0:06:01;labstreaminglayer;marker;STUDY/V0/adaptive_automation/1/control/PLAY|pid=${OPENMATB_PARTICIPANT}|sid=${OPENMATB_SESSION}|idx=7|asset=single_LOW_v5_c1240
0:06:03;resman;pump-6-state;failure
0:06:03;sysmon;lights-1-failure;True
0:06:03;sysmon;scales-1-failure;True
0:06:11;communications;radioprompt;own
0:06:13;resman;pump-6-state;off
0:06:15;sysmon;lights-1-failure;True
0:06:18;sysmon;lights-1-failure;True
0:06:21;sysmon;scales-2-failure;True
0:06:23;sysmon;scales-1-failure;True
0:06:23;resman;pump-7-state;failure
0:06:24;sysmon;lights-2-failure;True
0:06:25;sysmon;scales-3-failure;True
0:06:26;sysmon;scales-2-failure;True
0:06:33;resman;pump-7-state;off
0:06:34;sysmon;scales-3-failure;True
0:06:37;resman;pump-5-state;failure
0:06:39;sysmon;lights-1-failure;True
0:06:41;communications;radioprompt;own
0:06:42;sysmon;lights-2-failure;True
0:06:42;sysmon;scales-4-failure;True
0:06:43;sysmon;lights-1-failure;True
0:06:44;sysmon;scales-1-failure;True
0:06:45;sysmon;lights-1-failure;True
0:06:47;sysmon;scales-4-failure;True
0:06:47;resman;pump-5-state;off
0:06:53;sysmon;scales-4-failure;True
0:06:57;sysmon;lights-2-failure;True
0:06:59;sysmon;lights-1-failure;True
0:07:01;sysmon;lights-2-failure;True
0:07:01;communications;radioprompt;own
0:07:07;sysmon;lights-2-failure;True
0:07:09;resman;pump-2-state;failure
0:07:11;sysmon;scales-3-failure;True
0:07:13;sysmon;scales-1-failure;True
0:07:17;sysmon;scales-4-failure;True
0:07:18;sysmon;lights-2-failure;True
0:07:19;resman;pump-2-state;off
0:07:21;sysmon;lights-2-failure;True
0:07:21;resman;pump-8-state;failure
0:07:21;sysmon;scales-1-failure;True
0:07:26;sysmon;scales-3-failure;True
0:07:28;sysmon;scales-2-failure;True
0:07:31;resman;pump-8-state;off
0:07:36;labstreaminglayer;marker;STUDY/V0/adaptive_automation/1/stress/PLAY|pid=${OPENMATB_PARTICIPANT}|sid=${OPENMATB_SESSION}|idx=8|asset=single_HIGH_v5_am68_c1240
0:07:36;labstreaminglayer;marker;STUDY/V0/adaptive_automation/1/control/PLAY|pid=${OPENMATB_PARTICIPANT}|sid=${OPENMATB_SESSION}|idx=8|asset=single_LOW_v6_c1300
0:07:37;communications;radioprompt;own
0:07:39;sysmon;lights-1-failure;True
0:07:40;sysmon;lights-1-failure;True
0:07:43;sysmon;lights-2-failure;True
0:07:44;resman;pump-4-state;failure
0:07:54;sysmon;scales-2-failure;True
0:07:54;resman;pump-4-state;off
0:07:59;labstreaminglayer;marker;STUDY/V0/adaptive_automation/1/block_04/HIGH/END|pid=${OPENMATB_PARTICIPANT}|sid=${OPENMATB_SESSION}|d=1.1000

# --- Scenario end ---
0:08:00;sysmon;stop
0:08:00;track;stop
0:08:00;communications;stop
0:08:00;resman;stop
0:08:00;scheduling;stop
0:08:00;labstreaminglayer;marker;STUDY/V0/adaptive_automation/1/END|pid=${OPENMATB_PARTICIPANT}|sid=${OPENMATB_SESSION}

# --- NASA-TLX (blocking) ---
0:08:00;labstreaminglayer;marker;STUDY/V0/TLX/adaptive_automation/1/START|pid=${OPENMATB_PARTICIPANT}|sid=${OPENMATB_SESSION}
0:08:00;genericscales;filename;nasatlx_en.txt
0:08:00;genericscales;start
0:08:00;labstreaminglayer;marker;STUDY/V0/TLX/adaptive_automation/1/END|pid=${OPENMATB_PARTICIPANT}|sid=${OPENMATB_SESSION}

# --- Post-block checks (blocking, 2 items) ---
# Stress and fatigue sanity checks, asked before the IMI so they are
# recalled across two items rather than eighteen.
0:08:00;labstreaminglayer;marker;STUDY/V0/CHECKS/adaptive_automation/1/START|pid=${OPENMATB_PARTICIPANT}|sid=${OPENMATB_SESSION}
0:08:00;genericscales;filename;post_block_checks_en.txt
0:08:00;genericscales;start
0:08:00;labstreaminglayer;marker;STUDY/V0/CHECKS/adaptive_automation/1/END|pid=${OPENMATB_PARTICIPANT}|sid=${OPENMATB_SESSION}

# --- IMI (blocking, 16 items over 3 pages) ---
# The IMI markers sit after the TLX pair for readability only -- they do not
# separate the two questionnaires. A blocking plugin freezes the scenario
# clock, so every row here (both marker pairs, the TLX sliders and the IMI
# sliders) is logged at the same scenario_time, and the TLX marker window is
# the empty span [end_t, end_t]. The analysis scripts therefore select by
# item title, not by window: imi_compare_conditions.py takes the 'IMI_'
# prefix, and tlx_compare_conditions.py indexes its six named subscales (it
# does read the IMI rows, but never looks them up).
0:08:00;labstreaminglayer;marker;STUDY/V0/IMI/adaptive_automation/1/START|pid=${OPENMATB_PARTICIPANT}|sid=${OPENMATB_SESSION}
0:08:00;genericscales;filename;imi_page1_en.txt
0:08:00;genericscales;start
0:08:00;genericscales;filename;imi_page2_en.txt
0:08:00;genericscales;start
0:08:00;genericscales;filename;imi_page3_en.txt
0:08:00;genericscales;start
0:08:00;labstreaminglayer;marker;STUDY/V0/IMI/adaptive_automation/1/END|pid=${OPENMATB_PARTICIPANT}|sid=${OPENMATB_SESSION}
0:08:00;labstreaminglayer;stop
